date,team1,team2,winner,elo_diff,elo_diff_sq,team1_recent_winrate,team2_recent_winrate,head_to_head,venue_winrate_team1,t1_bat_score,t2_bat_score,t1_bowl_score,t2_bowl_score,bat_score_diff,bowl_score_diff,matchup_diff,toss_winner_is_team1,t1_season_match_num,t2_season_match_num,target
2021-10-08,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,70.57109131616426,0.498,0.8,0.5,0.8,0.5,260.279,205.774,3.005,3.123,54.505,-0.118,17.538,0,12,13,0
2021-10-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,89.77935237148768,0.806,0.4,0.3,0.5,0.5,230.167,218.265,2.434,3.03,11.902,-0.596,-30.621,1,13,12,1
2021-10-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,-23.149850529269088,-0.0536,0.6,0.7,0.4286,0.5833,283.187,237.918,3.156,3.084,45.269,0.072,-3.82,1,14,13,1
2021-10-11,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,-17.770655869515167,-0.0316,0.6,0.5,0.5357,0.5,231.968,235.283,2.85,3.417,-3.315,-0.567,3.453,0,14,14,1
2021-10-13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,25.08443559508032,0.0629,0.6,0.7,0.6,0.8,245.923,224.125,3.102,2.86,21.798,0.242,1.607,0,14,15,0
2021-10-15,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,16.788455844000737,0.0282,0.6,0.7,0.6667,0.6154,286.019,224.104,2.96,2.879,61.915,0.081,-4.957,0,15,16,1
2022-03-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,30.405562753212507,0.0924,0.6,0.7,0.68,0.8,264.878,211.054,2.921,3.225,53.824,-0.304,-19.222,0,0,0,0
2022-03-27,Delhi Capitals,Mumbai Indians,Delhi Capitals,-10.900895819494965,-0.0119,0.6,0.5,0.375,0.5,146.009,153.576,2.356,2.207,-7.567,0.149,15.0,1,0,0,1
2022-03-27,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,-18.32224266725393,-0.0336,0.5,0.5,0.5,0.5,207.832,186.827,2.105,2.668,21.005,-0.563,11.487,1,0,0,1
2022-03-28,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,0.0,0.0,0.5,0.5,0.5,0.5,184.052,292.587,3.108,2.591,-108.535,0.517,9.953,1,0,0,1
2022-03-29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,7.368310534176771,0.0054,0.4,0.3,0.4667,0.5,211.969,213.283,2.671,1.443,-1.314,1.228,-8.762,0,0,0,1
2022-03-30,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,39.30136583426156,0.1545,0.7,0.4,0.5517,0.5,208.965,210.744,2.79,2.516,-1.779,0.274,-15.745,0,1,1,0
2022-03-31,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,46.21138669513334,0.2135,0.6,0.0,0.5,0.0,301.452,292.135,2.721,3.26,9.317,-0.539,15.321,0,1,1,0
2022-04-01,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,12.571439894863031,0.0158,0.6,0.5,0.5,0.3333,196.691,313.158,2.992,1.915,-116.467,1.077,16.741,1,2,1,1
2022-04-02,Delhi Capitals,Gujarat Titans,Gujarat Titans,23.34029899089319,0.0545,0.6,1.0,0.5,0.5,162.791,215.193,2.38,3.034,-52.402,-0.654,2.022,1,1,1,0
2022-04-02,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,41.98003541123831,0.1762,0.5,0.4,0.5417,0.5,181.378,244.321,2.305,2.202,-62.943,0.103,3.213,1,1,1,0
2022-04-03,Chennai Super Kings,Punjab Kings,Punjab Kings,25.752234450453443,0.0663,0.5,0.5,0.5,0.0,270.784,306.715,2.87,2.241,-35.931,0.629,-30.778,1,2,2,0
2022-04-04,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,59.24284003208823,0.351,0.5,0.2,0.5,0.5,293.794,225.659,2.85,1.594,68.135,1.256,14.327,0,2,1,1
2022-04-05,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,-15.459207640897148,-0.0239,0.5,0.5,0.4545,0.4,223.436,198.586,2.759,3.148,24.85,-0.389,10.248,0,2,2,0
2022-04-06,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,26.487137063030104,0.0702,0.7,0.4,0.2414,0.5,199.525,249.396,2.837,2.405,-49.871,0.432,-0.675,1,3,2,1
2022-04-07,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,8.914347212366465,0.0079,0.5,0.6667,0.5,0.5,190.542,263.935,2.301,2.689,-73.393,-0.388,-0.855,0,2,3,0
2022-04-08,Gujarat Titans,Punjab Kings,Gujarat Titans,23.29533743025649,0.0543,1.0,0.5,0.5,0.5,199.138,236.857,3.484,3.727,-37.719,-0.243,-13.068,1,2,3,1
2022-04-09,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,70.35170565030853,0.4949,0.4,0.2,0.75,0.5,257.973,171.796,2.654,1.706,86.177,0.948,-34.657,0,3,2,0
2022-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,-31.158230374591767,-0.0971,0.3,0.6,0.6071,0.0,299.154,244.509,2.143,2.987,54.645,-0.844,-31.465,0,3,3,0
2022-04-10,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,-35.059376398480254,-0.1229,0.4,0.7,0.5,1.0,194.095,208.367,2.265,2.824,-14.272,-0.559,5.313,0,3,4,1
2022-04-10,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,48.15711600651707,0.2319,0.75,0.4,0.5,0.0,239.154,244.426,2.832,2.853,-5.272,-0.021,-15.435,1,4,3,0
2022-04-11,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,94.23239458254012,0.888,1.0,0.3,0.5,0.5,228.62,182.724,3.592,2.003,45.896,1.589,53.472,0,3,3,0
2022-04-12,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,-50.12318754949274,-0.2512,0.3,0.7,0.6667,0.0,258.745,281.611,2.26,2.852,-22.866,-0.592,-14.157,0,4,4,1
2022-04-13,Mumbai Indians,Punjab Kings,Punjab Kings,-14.584061099464408,-0.0213,0.3,0.5,0.5,0.0,233.453,247.054,3.038,2.723,-13.601,0.315,44.209,1,4,4,0
2022-04-14,Gujarat Titans,Rajasthan Royals,Gujarat Titans,28.67809139420524,0.0822,0.75,0.4,0.5,0.0,222.857,227.024,3.3,2.892,-4.167,0.408,21.281,0,4,4,1
2022-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,62.2174286084628,0.3871,0.7,0.4,0.65,0.0,228.601,161.022,3.122,1.976,67.579,1.146,-20.905,0,5,4,0
2022-04-16,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,47.33351529360744,0.224,0.6,0.3,0.5,1.0,258.377,245.879,2.778,2.866,12.498,-0.088,-21.858,0,5,5,1
2022-04-16,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,4.804998128121952,0.0023,0.4,0.6,0.6667,0.6667,178.962,293.473,2.115,3.249,-114.511,-1.134,5.29,1,4,5,0
2022-04-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,24.03703167304116,0.0578,0.6,0.5,0.5,1.0,223.088,165.97,2.759,1.856,57.118,0.903,-19.911,0,5,5,0
2022-04-17,Chennai Super Kings,Gujarat Titans,Gujarat Titans,-36.60865545234674,-0.134,0.3,0.8,0.5,0.5,262.145,244.327,2.97,4.191,17.818,-1.221,16.124,0,5,5,0
2022-04-18,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,28.44288541766923,0.0809,0.6,0.4,0.5909,0.0,216.252,254.019,2.802,3.045,-37.767,-0.243,35.567,1,6,5,0
2022-04-19,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,-8.816424053662786,-0.0078,0.6667,0.6,0.5,1.0,272.961,264.117,2.856,3.1,8.844,-0.244,8.174,1,6,6,0
2022-04-20,Delhi Capitals,Punjab Kings,Delhi Capitals,18.229744086336268,0.0332,0.4,0.5,1.0,1.0,204.211,254.74,2.124,2.236,-50.529,-0.112,-5.906,1,5,6,1
2022-04-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,35.52331989876302,0.1262,0.3,0.3,0.4062,0.5,265.349,299.36,3.612,2.723,-34.011,0.889,16.082,1,6,6,1
2022-04-22,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,24.60895201244989,0.0606,0.4,0.5,0.8333,0.5,210.425,252.439,2.182,3.246,-42.014,-1.064,-6.907,1,6,6,0
2022-04-23,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,53.60309941445166,0.2873,0.8333,0.5,0.5,0.5,246.769,190.125,3.69,2.723,56.644,0.967,8.126,1,6,7,1
2022-04-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,49.55973527291758,0.2456,0.6,0.5,0.4444,0.5,252.887,168.727,3.3,1.984,84.16,1.316,-1.673,0,7,6,0
2022-04-24,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,70.47104141397199,0.4966,0.5714,0.2,1.0,0.0,277.566,285.159,2.373,2.528,-7.593,-0.155,-33.146,0,7,7,1
2022-04-25,Chennai Super Kings,Punjab Kings,Punjab Kings,22.81619102138825,0.0521,0.4,0.5,0.3333,0.6667,260.563,305.384,3.518,2.356,-44.821,1.162,-38.344,1,7,7,0
2022-04-26,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,-17.596326544666454,-0.031,0.6,0.6,0.4348,1.0,245.523,233.402,2.952,3.226,12.121,-0.274,23.039,0,7,8,1
2022-04-27,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,48.62216072955039,0.2364,0.8571,0.6,0.0,1.0,218.55,188.406,3.61,2.139,30.144,1.471,23.456,1,7,7,1
2022-04-28,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,23.32024305069399,0.0544,0.3,0.4,0.5714,0.4,201.479,238.494,1.892,3.051,-37.015,-1.159,15.286,1,7,8,1
2022-04-29,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,28.89741893749556,0.0835,0.625,0.5,0.5,0.5,262.261,305.575,4.096,2.622,-43.314,1.474,-31.632,0,8,8,1
2022-04-30,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,57.79148944374515,0.334,0.875,0.5,0.5,1.0,224.152,217.531,3.195,2.988,6.621,0.207,-16.357,0,8,9,1
2022-04-30,Mumbai Indians,Rajasthan Royals,Mumbai Indians,-98.90429212731055,-0.9782,0.2,0.6,0.52,0.0,254.305,229.103,1.542,3.005,25.202,-1.463,-5.285,1,8,8,1
2022-05-01,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,-13.820040474314965,-0.0191,0.4,0.6667,0.0,0.5,207.566,266.587,1.913,4.287,-59.021,-2.374,-31.484,0,8,9,0
2022-05-01,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,-15.195150875021682,-0.0231,0.4,0.6,0.7059,0.0,210.599,276.033,3.007,2.075,-65.434,0.932,4.234,0,8,8,1
2022-05-02,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,-38.58028766553639,-0.1488,0.3,0.6,0.5652,0.4,188.97,244.966,3.296,3.412,-55.996,-0.116,38.392,1,9,9,1
2022-05-03,Gujarat Titans,Punjab Kings,Punjab Kings,105.43504198421078,1.1117,0.8889,0.5,1.0,0.6667,229.821,272.259,3.142,2.574,-42.438,0.568,0.306,1,9,9,0
2022-05-04,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,-3.82829880362965,-0.0015,0.4,0.5,0.6786,0.5,307.979,230.811,2.058,2.769,77.168,-0.711,-17.942,1,9,10,0
2022-05-05,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,20.908905334552852,0.0437,0.4,0.5,0.5714,1.0,190.684,234.017,1.667,1.576,-43.333,0.091,-14.675,0,9,9,1
2022-05-06,Gujarat Titans,Mumbai Indians,Mumbai Indians,120.56390268549012,1.4536,0.8,0.2,0.5,1.0,232.209,223.317,2.956,2.224,8.892,0.732,-24.449,1,10,9,0
2022-05-07,Punjab Kings,Rajasthan Royals,Rajasthan Royals,3.7804930724137193,0.0014,0.5,0.6,0.5,0.4,275.348,254.184,2.693,2.721,21.164,-0.028,-2.948,1,10,10,0
2022-05-07,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,-61.15887937715206,-0.374,0.4,0.7,0.5,1.0,194.821,262.078,2.839,4.629,-67.257,-1.79,20.159,1,10,10,0
2022-05-08,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,44.86118256968825,0.2013,0.6,0.5,0.4211,0.75,241.837,224.393,2.762,1.732,17.444,1.03,-44.13,1,11,10,1
2022-05-08,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,-33.88448226538094,-0.1148,0.3,0.5,0.5,0.6667,288.995,237.4,2.59,2.013,51.595,0.577,25.834,0,10,10,1
2022-05-09,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,9.877216019086973,0.0098,0.3,0.2,0.2667,0.0,221.777,198.749,2.375,1.819,23.028,0.556,7.939,0,11,10,1
2022-05-10,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,-10.937868517165043,-0.012,0.7,0.8,1.0,1.0,214.429,280.714,3.238,5.063,-66.285,-1.825,-20.656,1,11,11,1
2022-05-11,Delhi Capitals,Rajasthan Royals,Delhi Capitals,-3.386699245899308,-0.0011,0.4,0.6,0.7143,0.0,235.39,218.212,2.104,2.583,17.178,-0.479,6.906,1,11,11,1
2022-05-12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,50.12713986961762,0.2513,0.4,0.2,0.4242,0.5714,304.962,176.584,3.146,1.701,128.378,1.445,17.649,0,11,11,0
2022-05-13,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,-46.33613016925892,-0.2147,0.4,0.6,0.6667,0.3333,281.961,250.096,2.709,2.971,31.865,-0.262,11.547,0,11,12,1
2022-05-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,27.85903484923369,0.0776,0.4,0.5,0.619,0.5,212.445,207.084,2.534,1.786,5.361,0.748,-35.768,1,12,11,1
2022-05-15,Chennai Super Kings,Gujarat Titans,Gujarat Titans,-77.14123563323142,-0.5951,0.4,0.7,0.0,0.5,280.649,217.951,2.905,6.251,62.698,-3.346,32.614,1,12,12,0
2022-05-15,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,50.779345183120085,0.2579,0.7,0.5,0.0,1.0,221.179,244.234,4.682,2.312,-23.055,2.37,7.392,0,12,12,0
2022-05-16,Delhi Capitals,Punjab Kings,Delhi Capitals,19.4177971826698,0.0377,0.5,0.5,1.0,0.3333,233.848,275.941,2.088,2.805,-42.093,-0.717,11.497,0,12,12,1
2022-05-17,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,19.66341280010306,0.0387,0.3,0.5,0.5294,0.5,144.62,198.63,3.737,1.813,-54.01,1.924,14.255,1,12,12,0
2022-05-18,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,-27.326107686091746,-0.0747,0.4,0.6,0.0,0.3333,207.453,260.421,2.764,3.043,-52.968,-0.279,32.488,0,13,13,0
2022-05-19,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,59.57204741043938,0.3549,0.7,0.5,1.0,1.0,235.044,241.645,3.548,3.213,-6.601,0.335,-19.176,1,13,13,0
2022-05-20,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,-35.3919488604422,-0.1253,0.4,0.6,0.6,0.0,263.811,294.596,3.026,2.335,-30.785,0.691,-39.543,1,13,13,0
2022-05-21,Delhi Capitals,Mumbai Indians,Mumbai Indians,79.42982459838026,0.6309,0.6,0.3,0.4444,0.4286,262.612,201.61,2.142,3.942,61.002,-1.8,-25.105,0,13,13,0
2022-05-22,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,23.65570841812496,0.056,0.4,0.5,0.3333,0.3333,255.295,211.542,2.429,2.176,43.753,0.253,-8.363,0,13,13,1
2022-05-24,Gujarat Titans,Rajasthan Royals,Gujarat Titans,34.67661627616985,0.1202,0.7,0.6,1.0,0.5,233.355,286.987,3.207,2.364,-53.632,0.843,-6.21,1,14,14,1
2022-05-25,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,11.179265689292832,0.0125,0.6,0.5,0.0,0.5,269.703,252.153,3.212,2.941,17.55,0.271,-18.034,1,14,14,0
2022-05-27,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,-34.91664196253464,-0.1219,0.6,0.6,0.4583,0.5,285.113,257.653,2.22,2.838,27.46,-0.618,38.289,1,15,15,1
2022-05-29,Gujarat Titans,Rajasthan Royals,Gujarat Titans,44.488997111044,0.1979,0.7,0.6,1.0,0.5,256.921,277.157,2.833,2.275,-20.236,0.558,15.327,0,15,16,1
2023-03-31,Chennai Super Kings,Gujarat Titans,Gujarat Titans,-84.03534595872293,-0.7062,0.4,0.7,0.0,0.5,290.292,232.963,2.261,2.637,57.329,-0.376,-12.299,0,0,0,0
2023-04-01,Kolkata Knight Riders,Punjab Kings,Punjab Kings,-7.544568265975613,-0.0057,0.3,0.5,0.6667,0.5,181.737,199.116,2.638,2.674,-17.379,-0.036,26.777,1,0,0,0
2023-04-01,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,-8.567922742105338,-0.0073,0.5,0.6,0.0,0.5,236.513,231.486,1.654,3.528,5.027,-1.874,24.195,1,0,0,0
2023-04-02,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,44.54961567509372,0.1985,0.5,0.4,0.5,0.5,259.608,162.957,2.049,2.283,96.651,-0.234,31.884,0,0,0,1
2023-04-02,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,-41.78774295385733,-0.1746,0.4,0.5,0.5862,0.5,303.48,204.065,1.705,2.231,99.415,-0.526,15.364,0,0,0,0
2023-04-03,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,-69.92935781035999,-0.489,0.3,0.6,0.0,0.5,289.469,357.073,2.727,4.005,-67.604,-1.278,-15.129,0,1,1,1
2023-04-04,Delhi Capitals,Gujarat Titans,Gujarat Titans,-71.34015874426882,-0.5089,0.5,0.7,0.0,0.5,220.047,259.822,1.852,2.814,-39.775,-0.962,-5.378,0,1,1,0
2023-04-05,Punjab Kings,Rajasthan Royals,Punjab Kings,-8.241657768863888,-0.0068,0.5,0.5,0.3333,0.5,208.014,285.14,2.662,2.152,-77.126,0.51,-30.413,0,1,1,1
2023-04-06,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,-54.71830800857674,-0.2994,0.3,0.5,0.5333,0.5,216.057,201.087,2.595,2.514,14.97,0.081,9.114,0,1,1,1
2023-04-07,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,63.44574069055511,0.4025,0.6,0.3,1.0,1.0,374.99,169.663,3.288,1.917,205.327,1.371,20.66,0,2,1,1
2023-04-08,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,-21.463366032382737,-0.0461,0.4,0.5,0.75,0.5,233.677,285.248,1.934,2.005,-51.571,-0.071,-8.663,1,2,2,0
2023-04-08,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,12.994434079905432,0.0169,0.4,0.4,0.4118,0.4444,263.171,222.375,1.96,1.909,40.796,0.051,-9.198,1,2,1,1
2023-04-09,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,84.86634361101142,0.7202,0.7,0.4,1.0,1.0,241.145,245.973,2.923,3.469,-4.828,-0.546,21.17,1,2,2,0
2023-04-09,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,86.54075077528546,0.7489,0.6,0.2,0.5,0.5,198.674,150.937,2.428,2.132,47.737,0.296,-5.011,0,2,2,0
2023-04-10,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,10.585164330993392,0.0112,0.6,0.5,0.0,0.5,291.245,219.995,4.063,2.111,71.25,1.952,-20.79,1,3,2,1
2023-04-11,Delhi Capitals,Mumbai Indians,Mumbai Indians,19.441187395854516,0.0378,0.4,0.4,0.4,0.0,218.671,237.074,2.133,1.319,-18.403,0.814,-9.47,0,3,2,0
2023-04-12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,-27.22931312109881,-0.0741,0.4,0.6,0.5769,1.0,296.996,268.605,2.498,2.316,28.391,0.182,-5.552,1,3,3,0
2023-04-13,Gujarat Titans,Punjab Kings,Gujarat Titans,51.84802547428944,0.2688,0.6,0.6,0.5,0.5,275.8,202.41,2.781,2.767,73.39,0.014,-22.56,1,3,3,1
2023-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,53.39538057388722,0.2851,0.5,0.2,0.6364,1.0,244.783,175.726,2.878,2.318,69.057,0.56,-7.26,1,3,3,0
2023-04-15,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,-45.49377111048784,-0.207,0.3,0.5,0.5714,0.5,204.398,243.294,1.917,2.941,-38.896,-1.024,-19.537,1,4,3,0
2023-04-15,Lucknow Super Giants,Punjab Kings,Punjab Kings,42.76450640839653,0.1829,0.6,0.5,1.0,1.0,286.807,170.458,3.744,2.313,116.349,1.431,-67.647,0,4,4,0
2023-04-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,27.817265366710444,0.0774,0.5,0.5,0.2903,0.5,251.373,254.403,2.755,1.285,-3.03,1.47,86.698,0,4,3,0
2023-04-16,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,40.738521541127966,0.166,0.7,0.6,1.0,0.6667,273.624,253.523,3.008,2.209,20.101,0.799,-12.224,0,4,4,0
2023-04-17,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,-35.286945928886325,-0.1245,0.4,0.6,0.6552,0.5,301.598,248.958,2.974,3.974,52.64,-1.0,27.746,0,4,4,1
2023-04-18,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,8.427031837597497,0.0071,0.6,0.3,0.5,0.5,251.227,224.655,1.522,1.899,26.572,-0.377,-30.62,0,4,4,1
2023-04-19,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,-23.54592687333502,-0.0554,0.5,0.7,0.0,0.5,268.676,250.204,4.56,2.193,18.472,2.367,-10.257,0,5,5,1
2023-04-20,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,13.922218055833357,0.0194,0.6,0.5,0.75,0.5,205.239,236.464,2.272,2.856,-31.225,-0.584,-13.105,1,5,5,0
2023-04-20,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,-34.99992831913255,-0.1225,0.3,0.5,0.625,0.0,219.54,238.98,1.984,2.291,-19.44,-0.307,28.605,1,5,5,1
2023-04-21,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,34.64613623387072,0.12,0.4,0.3,0.7222,0.5,316.433,235.916,3.085,2.05,80.517,1.035,9.804,1,5,5,1
2023-04-22,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,18.068936622749334,0.0326,0.7,0.5,1.0,0.5,277.493,274.876,2.936,3.716,2.617,-0.78,-17.231,1,5,6,1
2023-04-22,Mumbai Indians,Punjab Kings,Punjab Kings,-2.7125208385621136,-0.0007,0.6,0.5,0.3333,0.5,299.165,197.427,1.922,2.22,101.738,-0.298,113.316,1,5,6,0
2023-04-23,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,42.992484324988254,0.1848,0.5,0.4,0.6538,0.5,315.42,264.762,3.233,2.878,50.658,0.355,-20.245,0,6,6,1
2023-04-23,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,19.295501195124416,0.0372,0.6,0.5,0.48,0.5,241.672,244.153,2.295,2.698,-2.481,-0.403,31.961,1,6,6,0
2023-04-24,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,12.681951339518037,0.0161,0.3,0.3,0.625,0.5,182.71,204.232,1.563,2.068,-21.522,-0.505,-15.201,1,6,6,1
2023-04-25,Gujarat Titans,Mumbai Indians,Gujarat Titans,88.7881536550774,0.7883,0.7,0.5,0.0,0.5,257.334,272.525,3.31,2.255,-15.191,1.055,32.809,0,6,6,1
2023-04-26,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,-76.4506549568955,-0.5845,0.4,0.6,0.5484,0.5,218.166,233.087,2.497,2.611,-14.921,-0.114,7.577,0,7,7,1
2023-04-27,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,1.3525569839989655,0.0002,0.5,0.5,0.5556,0.5,326.198,230.263,3.26,1.97,95.935,1.29,4.884,0,7,7,0
2023-04-28,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,13.680167927158893,0.0187,0.5,0.6,0.5,0.5,269.822,259.551,3.757,2.941,10.271,0.816,-13.625,0,7,7,1
2023-04-29,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,112.12602859010394,1.2572,0.7,0.4,0.5,1.0,255.973,234.299,3.49,2.694,21.674,0.796,7.008,1,7,8,1
2023-04-29,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,39.6603604865677,0.1573,0.4,0.3,0.6667,0.3333,178.644,212.152,1.793,1.943,-33.508,-0.15,-8.952,0,7,7,0
2023-04-30,Chennai Super Kings,Punjab Kings,Punjab Kings,6.574356928486395,0.0043,0.5,0.5,0.25,0.6667,326.969,270.991,3.029,2.613,55.978,0.416,-22.641,1,8,8,0
2023-04-30,Mumbai Indians,Rajasthan Royals,Mumbai Indians,-60.87384755315338,-0.3706,0.5,0.6,0.5385,0.4286,262.301,246.906,2.08,2.429,15.395,-0.349,-12.514,0,7,8,1
2023-05-01,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,28.07583135953655,0.0788,0.6,0.5,0.3333,0.5,290.762,239.65,4.162,3.165,51.112,0.997,-7.487,0,8,8,0
2023-05-02,Delhi Capitals,Gujarat Titans,Delhi Capitals,-132.80467998299468,-1.7637,0.3,0.8,0.0,0.6667,186.649,266.194,1.835,3.436,-79.545,-1.601,-3.43,1,8,8,1
2023-05-03,Mumbai Indians,Punjab Kings,Mumbai Indians,-25.379798082677095,-0.0644,0.5,0.6,0.25,0.5,304.193,225.55,2.144,2.199,78.643,-0.055,46.701,1,8,9,1
2023-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,9.891693073180477,0.0098,0.3,0.4,0.6087,0.5,244.691,196.879,2.837,2.023,47.812,0.814,-4.565,1,9,8,1
2023-05-05,Gujarat Titans,Rajasthan Royals,Gujarat Titans,55.86605372666372,0.3121,0.7,0.5,0.75,0.5,261.775,251.845,3.335,2.383,9.93,0.952,5.24,0,9,9,1
2023-05-06,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,-11.5964821710636,-0.0134,0.5,0.6,0.4286,0.5,323.817,300.681,2.942,1.841,23.136,1.101,-10.09,1,9,9,1
2023-05-06,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,-49.456938539798784,-0.2446,0.3,0.5,0.5,0.25,182.69,230.291,2.075,3.237,-47.601,-1.162,-1.346,0,9,9,1
2023-05-07,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,68.14485499867055,0.4644,0.5,0.3,0.5294,0.3333,230.68,192.216,2.553,2.318,38.464,0.235,70.472,1,10,9,0
