date,team1,team2,winner,t1_bat_total_runs,t1_bat_wickets_lost,t1_bat_pp_rr,t1_bat_death_rr,t1_bat_boundaries,t1_bat_dot_pct,t1_bowl_runs_conceded,t1_bowl_wickets_taken,t1_bowl_pp_wkts,t1_bowl_death_econ,t1_bowl_dot_pct,t2_bat_total_runs,t2_bat_wickets_lost,t2_bat_pp_rr,t2_bat_death_rr,t2_bat_boundaries,t2_bat_dot_pct,t2_bowl_runs_conceded,t2_bowl_wickets_taken,t2_bowl_pp_wkts,t2_bowl_death_econ,t2_bowl_dot_pct
2014-04-17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,145,4,5.0,12.6,13,0.358,146,2,1,13.2,0.41,146,2,8.333,13.2,20,0.41,145,4,3,12.6,0.358
2014-04-18,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,135,6,5.0,7.333,15,0.385,133,6,1,8.6,0.317,133,6,6.833,8.6,8,0.317,135,6,2,7.333,0.385
2014-04-18,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,205,4,11.667,12.0,25,0.283,206,4,3,13.043,0.265,206,4,10.667,13.043,31,0.265,205,4,0,12.0,0.283
2014-04-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,115,9,8.167,4.6,8,0.4,116,3,3,9.6,0.4,116,3,5.0,9.6,13,0.4,115,9,1,4.6,0.4
2014-04-19,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,167,6,8.167,9.778,19,0.342,166,5,2,10.8,0.292,166,5,5.167,10.8,18,0.292,167,6,2,9.778,0.342
2014-04-20,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,193,3,6.5,16.636,23,0.259,191,5,1,9.6,0.383,191,5,9.0,9.6,27,0.383,193,3,2,16.636,0.259
2014-04-21,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,177,7,5.667,13.2,19,0.275,84,9,3,3.0,0.489,84,9,4.0,3.0,7,0.489,177,7,1,13.2,0.275
2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,193,6,7.167,8.2,27,0.383,121,10,3,5.077,0.405,121,10,7.5,5.077,10,0.405,193,6,0,8.2,0.383
2014-04-23,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,140,6,8.5,7.8,13,0.4,133,10,2,9.517,0.445,133,10,6.333,9.517,13,0.445,140,6,1,7.8,0.4
2014-04-24,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,150,7,7.0,8.8,13,0.317,148,5,0,6.4,0.408,148,5,8.167,6.4,19,0.408,150,7,2,8.8,0.317
2014-04-25,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,180,4,7.333,12.2,24,0.292,184,1,0,13.2,0.308,184,1,9.167,13.2,24,0.308,180,4,0,12.2,0.292
2014-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,142,3,8.5,8.75,16,0.404,141,7,2,6.6,0.35,141,7,5.167,6.6,16,0.35,142,3,0,8.75,0.404
2014-04-26,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,71,4,6.0,0.0,8,0.603,70,10,5,0.0,0.556,70,10,3.667,0.0,7,0.556,71,4,2,0.0,0.603
2014-04-26,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,132,9,8.5,4.2,14,0.4,109,10,3,10.2,0.473,109,10,4.0,10.2,11,0.473,132,9,2,4.2,0.4
2014-04-27,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,126,4,5.167,6.0,12,0.398,125,7,2,11.2,0.442,125,7,6.167,11.2,13,0.442,126,4,0,6.0,0.398
2014-04-27,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,146,5,7.833,4.889,17,0.376,145,5,2,9.4,0.308,145,5,6.167,9.4,13,0.308,146,5,0,4.889,0.376
2014-04-28,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,127,5,5.5,6.783,13,0.416,124,8,4,5.2,0.458,124,8,7.333,5.2,12,0.458,127,5,2,6.783,0.416
2014-04-30,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,157,7,5.333,10.2,20,0.417,172,5,2,11.0,0.275,172,5,7.333,11.0,16,0.275,157,7,3,10.2,0.417
2014-05-02,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,148,3,7.167,11.0,19,0.324,114,9,4,11.5,0.461,114,9,6.5,11.5,13,0.461,148,3,1,11.0,0.324
2014-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,152,5,7.667,11.6,18,0.308,156,3,1,11.714,0.36,156,3,6.333,11.714,19,0.36,152,5,1,11.6,0.308
2014-05-03,Kings XI Punjab,Mumbai Indians,Mumbai Indians,168,5,6.0,8.4,22,0.375,170,5,2,12.48,0.409,170,5,8.167,12.48,24,0.409,168,5,2,8.4,0.375
2014-05-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,158,6,6.0,12.621,22,0.487,155,6,2,9.8,0.383,155,6,7.833,9.8,18,0.383,158,6,2,12.621,0.487
2014-05-05,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,160,6,8.333,7.6,17,0.292,170,6,0,10.8,0.308,170,6,8.333,10.8,18,0.308,160,6,0,7.6,0.292
2014-05-05,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,181,2,8.167,11.571,26,0.398,178,5,2,11.2,0.375,178,5,7.667,11.2,24,0.375,181,2,0,11.571,0.398
2014-05-06,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,187,5,8.333,13.6,22,0.342,168,8,1,8.6,0.4,168,8,10.667,8.6,23,0.4,187,5,1,13.6,0.342
2014-05-07,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,160,5,4.833,11.4,19,0.333,161,2,0,9.9,0.227,161,2,8.667,9.9,17,0.227,160,5,2,11.4,0.333
2014-05-07,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,187,6,7.667,13.6,23,0.25,231,4,2,15.6,0.3,231,4,6.333,15.6,37,0.3,187,6,1,13.6,0.25
2014-05-08,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,102,10,6.167,4.345,7,0.471,134,9,1,6.4,0.358,134,9,8.333,6.4,15,0.358,102,10,3,4.345,0.471
2014-05-09,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,198,8,10.667,11.6,26,0.333,166,9,3,11.4,0.433,166,9,5.667,11.4,22,0.433,198,8,1,11.6,0.333
2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,143,7,8.667,4.4,15,0.358,44,2,2,0.0,0.308,44,2,10.154,0.0,4,0.308,143,7,1,4.4,0.358
2014-05-10,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,160,6,6.333,10.667,19,0.359,157,6,1,11.6,0.4,157,6,7.0,11.6,18,0.4,160,6,1,10.667,0.359
2014-05-11,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,191,5,7.5,18.0,27,0.31,190,5,1,16.8,0.383,190,5,5.167,16.8,27,0.383,191,5,0,18.0,0.31
2014-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,149,8,8.167,6.6,19,0.35,150,1,0,9.0,0.315,150,1,9.167,9.0,19,0.315,149,8,2,6.6,0.35
2014-05-12,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,160,3,6.333,9.545,21,0.366,157,3,1,10.8,0.408,157,3,7.167,10.8,21,0.408,160,3,1,9.545,0.366
2014-05-13,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,149,5,8.0,9.214,14,0.314,148,8,0,6.8,0.442,148,8,7.0,6.8,17,0.442,149,5,2,9.214,0.314
2014-05-13,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,170,7,7.667,10.2,19,0.308,186,4,1,15.6,0.375,186,4,5.667,15.6,23,0.375,170,7,2,10.2,0.308
2014-05-14,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,142,4,7.5,11.455,17,0.357,141,5,2,8.4,0.425,141,5,6.167,8.4,15,0.425,142,4,0,11.455,0.357
2014-05-14,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,211,4,14.333,11.455,31,0.277,205,5,0,15.6,0.342,205,5,9.167,15.6,26,0.342,211,4,1,11.455,0.277
2014-05-15,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,139,9,5.667,9.2,15,0.358,201,6,1,12.0,0.283,201,6,8.667,12.0,25,0.283,139,9,2,9.2,0.358
2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,138,4,6.5,6.2,14,0.358,142,5,1,11.586,0.462,142,5,2.833,11.586,16,0.462,138,4,2,6.2,0.358
2014-05-18,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,146,3,5.0,9.214,18,0.347,142,8,2,6.6,0.433,142,8,6.833,6.6,17,0.433,146,3,1,9.214,0.347
2014-05-19,Mumbai Indians,Rajasthan Royals,Mumbai Indians,178,3,7.0,11.2,21,0.317,153,8,3,11.4,0.417,153,8,7.833,11.4,15,0.417,178,3,0,11.2,0.317
2014-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,164,7,9.167,8.6,21,0.358,165,6,0,8.143,0.398,165,6,11.0,8.143,19,0.398,164,7,1,8.6,0.358
2014-05-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,160,6,4.167,11.0,19,0.358,161,3,0,9.643,0.364,161,3,8.5,9.643,19,0.364,160,6,2,11.0,0.358
2014-05-20,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,154,4,5.833,9.6,17,0.367,156,2,0,12.333,0.296,156,2,8.667,12.333,22,0.296,154,4,1,9.6,0.367
2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,156,8,8.0,9.8,19,0.45,159,3,0,6.5,0.333,159,3,10.333,6.5,19,0.333,156,8,1,9.8,0.45
2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,195,4,7.5,10.8,27,0.325,165,5,1,11.8,0.308,165,5,6.0,11.8,18,0.308,195,4,2,10.8,0.325
2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,185,3,10.0,13.6,25,0.342,189,4,0,8.786,0.28,189,4,10.667,8.786,24,0.28,185,3,1,13.6,0.342
2014-05-23,Delhi Daredevils,Mumbai Indians,Mumbai Indians,158,4,7.833,10.6,19,0.342,173,10,0,5.333,0.265,173,10,10.833,5.333,23,0.265,158,4,1,10.6,0.342
2014-05-23,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,179,4,8.833,11.8,22,0.317,163,8,1,14.2,0.358,163,8,7.333,14.2,17,0.358,179,4,1,11.8,0.317
2014-05-24,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,160,2,10.667,18.375,20,0.283,154,6,3,10.6,0.358,154,6,5.667,10.6,16,0.358,160,2,1,18.375,0.283
2014-05-24,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,161,6,8.167,0.0,25,0.384,160,7,1,7.8,0.492,160,7,8.167,7.8,24,0.492,161,6,1,0.0,0.384
2014-05-25,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,115,10,7.333,3.789,15,0.468,119,3,2,0.0,0.422,119,3,8.0,0.0,14,0.422,115,10,3,3.789,0.468
2014-05-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,195,5,11.833,0.0,31,0.25,189,4,1,11.0,0.333,189,4,5.833,11.0,26,0.333,195,5,3,0.0,0.25
2014-05-27,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,135,8,7.667,8.6,13,0.433,163,8,1,10.2,0.375,163,8,9.167,10.2,23,0.375,135,8,2,8.6,0.433
2014-05-28,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,176,3,10.0,12.0,23,0.312,173,8,0,9.2,0.342,173,8,8.833,9.2,23,0.342,176,3,0,12.0,0.312
2014-05-30,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,202,7,16.667,9.4,27,0.308,226,6,0,11.8,0.275,226,6,11.667,11.8,32,0.275,202,7,2,9.4,0.308
2014-06-01,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,199,4,5.333,13.6,27,0.333,200,7,1,10.889,0.308,200,7,9.833,10.889,26,0.308,199,4,2,13.6,0.333
2015-04-08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,170,3,6.333,11.714,22,0.342,168,3,3,13.4,0.392,168,3,6.167,13.4,25,0.392,170,3,1,11.714,0.342
2015-04-09,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,150,7,9.833,6.8,16,0.4,149,9,3,9.4,0.358,149,9,6.667,9.4,17,0.358,150,7,2,6.8,0.4
2015-04-10,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,136,8,8.5,6.4,17,0.492,162,7,3,10.4,0.408,162,7,5.833,10.4,17,0.408,136,8,3,6.4,0.492
2015-04-11,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,209,4,8.167,13.2,30,0.383,164,6,2,9.8,0.283,164,6,7.667,9.8,15,0.283,209,4,0,13.2,0.383
2015-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,177,6,8.833,11.0,26,0.308,179,7,1,15.0,0.351,179,7,6.833,15.0,24,0.351,177,6,0,11.0,0.308
2015-04-12,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,184,3,8.5,13.0,22,0.308,186,7,1,11.2,0.317,186,7,7.0,11.2,23,0.317,184,3,1,13.0,0.308
2015-04-12,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,177,5,9.5,10.0,25,0.308,159,7,3,16.0,0.483,159,7,2.833,16.0,23,0.483,177,5,0,10.0,0.308
2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,166,10,7.833,10.759,22,0.429,172,2,0,15.0,0.279,172,2,10.833,15.0,21,0.279,166,10,1,10.759,0.429
2015-04-14,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,164,6,5.167,16.2,25,0.483,165,3,1,12.48,0.304,165,3,7.0,12.48,18,0.304,164,6,2,16.2,0.483
2015-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,169,5,7.833,10.138,22,0.353,165,7,1,10.0,0.35,165,7,6.833,10.0,17,0.35,169,5,1,10.138,0.353
2015-04-16,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,131,4,6.0,7.0,15,0.4,127,5,3,7.4,0.5,127,5,5.833,7.4,15,0.5,131,4,0,7.0,0.4
2015-04-17,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,189,4,15.0,12.6,30,0.35,183,7,3,10.2,0.383,183,7,5.167,10.2,24,0.383,189,4,0,12.6,0.35
2015-04-18,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,155,9,8.0,8.6,17,0.383,159,6,2,12.0,0.393,159,6,8.833,12.0,25,0.393,155,9,3,8.6,0.383
2015-04-18,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,167,4,6.667,9.2,18,0.325,163,8,0,10.6,0.333,163,8,8.333,10.6,18,0.333,167,4,1,9.2,0.325
2015-04-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,156,4,6.5,10.0,21,0.408,157,2,0,5.7,0.273,157,2,7.833,5.7,18,0.273,156,4,2,10.0,0.408
2015-04-19,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,209,7,8.0,15.2,33,0.4,191,7,1,12.4,0.417,191,7,5.5,12.4,28,0.417,209,7,1,15.2,0.4
2015-04-20,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,146,8,5.667,8.6,18,0.425,147,4,2,8.842,0.33,147,4,8.0,8.842,20,0.33,146,8,2,8.6,0.425
2015-04-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,101,4,8.167,0.0,11,0.306,176,4,0,8.6,0.317,176,4,7.167,8.6,22,0.317,101,4,2,0.0,0.306
2015-04-22,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,181,8,7.5,9.4,27,0.425,154,8,2,8.6,0.408,154,8,6.333,8.6,19,0.408,181,8,1,9.4,0.425
2015-04-23,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,190,4,7.5,10.6,24,0.325,153,9,2,6.6,0.45,153,9,8.0,6.6,19,0.45,190,4,1,10.6,0.325
2015-04-24,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,130,9,8.0,6.0,13,0.358,134,1,1,8.571,0.268,134,1,8.167,8.571,14,0.268,130,9,2,6.0,0.358
2015-04-25,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,157,8,7.667,9.0,19,0.35,137,8,2,6.6,0.433,137,8,8.667,6.6,16,0.433,157,8,1,9.0,0.35
2015-04-25,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,192,3,9.0,10.8,26,0.367,95,9,2,3.2,0.5,95,9,6.5,3.2,7,0.5,192,3,1,10.8,0.367
2015-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,95,10,6.333,3.0,9,0.491,99,0,0,0.0,0.365,99,0,8.333,0.0,16,0.365,95,10,2,3.0,0.491
2015-04-27,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,130,9,6.0,7.4,9,0.342,150,6,2,9.2,0.35,150,6,9.333,9.2,20,0.35,130,9,2,7.4,0.342
2015-04-28,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,134,6,8.833,7.0,15,0.433,132,9,2,8.4,0.417,132,9,9.0,8.4,15,0.417,134,6,1,7.0,0.433
2015-04-30,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,165,9,11.5,8.8,24,0.433,169,3,1,10.552,0.311,169,3,6.333,10.552,18,0.311,165,9,4,8.8,0.433
2015-05-01,Mumbai Indians,Rajasthan Royals,Mumbai Indians,187,5,7.833,13.4,24,0.283,179,7,1,10.4,0.267,179,7,9.167,10.4,20,0.267,187,5,1,13.4,0.283
2015-05-01,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,119,1,6.833,0.0,15,0.313,118,8,4,8.8,0.433,118,8,4.5,8.8,12,0.433,119,1,0,0.0,0.313
2015-05-02,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,111,4,10.167,0.0,16,0.283,115,3,2,0.0,0.241,115,3,10.333,0.0,15,0.241,111,4,1,0.0,0.283
2015-05-02,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,170,6,9.0,8.0,21,0.283,192,7,0,9.8,0.317,192,7,12.667,9.8,29,0.317,170,6,2,8.0,0.283
2015-05-03,Kings XI Punjab,Mumbai Indians,Mumbai Indians,149,7,7.5,7.2,13,0.3,172,3,0,9.8,0.325,172,3,8.5,9.8,21,0.325,149,7,2,7.2,0.3
2015-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,175,7,9.167,11.0,21,0.425,189,2,0,15.0,0.325,189,2,7.167,15.0,25,0.325,175,7,2,11.0,0.425
2015-05-04,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,148,9,6.167,9.4,17,0.392,124,10,3,5.143,0.475,124,10,7.0,5.143,16,0.475,148,9,2,9.4,0.392
2015-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,167,7,9.167,11.2,19,0.308,132,9,3,8.8,0.408,132,9,5.5,8.8,14,0.408,167,7,0,11.2,0.308
2015-05-05,Delhi Daredevils,Mumbai Indians,Mumbai Indians,152,6,7.333,11.4,21,0.425,153,5,4,12.0,0.35,153,5,6.833,12.0,16,0.35,152,6,2,11.4,0.425
2015-05-06,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,88,10,5.667,0.0,11,0.537,226,3,0,11.0,0.317,226,3,11.333,11.0,32,0.317,88,10,5,0.0,0.537
2015-05-07,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,158,6,6.0,10.4,21,0.383,171,7,1,12.4,0.375,171,7,8.333,12.4,22,0.375,158,6,0,10.4,0.383
2015-05-07,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,194,7,6.0,13.6,28,0.342,201,4,1,13.6,0.342,201,4,9.333,13.6,28,0.342,194,7,2,13.6,0.342
2015-05-08,Chennai Super Kings,Mumbai Indians,Mumbai Indians,158,5,7.333,11.0,19,0.383,159,4,0,13.385,0.336,159,4,10.167,13.385,18,0.336,158,5,1,11.0,0.383
2015-05-09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,183,5,7.5,9.8,22,0.333,184,9,1,9.931,0.336,184,9,9.5,9.931,28,0.336,183,5,1,9.8,0.333
2015-05-09,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,157,4,8.167,10.6,23,0.4,163,4,2,12.8,0.325,163,4,6.833,12.8,15,0.325,157,4,1,10.6,0.4
2015-05-10,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,196,7,7.5,12.2,26,0.3,235,1,1,17.6,0.225,235,1,6.5,17.6,35,0.225,196,7,1,12.2,0.3
2015-05-10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,157,5,6.0,9.8,19,0.383,145,9,1,10.4,0.333,145,9,6.667,10.4,14,0.333,157,5,2,9.8,0.383
2015-05-11,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,180,7,7.833,15.2,23,0.358,185,5,0,9.0,0.342,185,5,9.333,9.0,25,0.342,180,7,1,15.2,0.358
2015-05-12,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,119,6,2.667,7.2,13,0.467,120,4,2,13.8,0.43,120,4,4.667,13.8,18,0.43,119,6,1,7.2,0.467
2015-05-13,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,106,6,12.0,0.0,13,0.217,84,6,2,0.0,0.25,84,6,10.167,0.0,8,0.25,106,6,4,0.0,0.217
2015-05-14,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,166,7,8.333,8.8,22,0.35,171,4,2,14.4,0.342,171,4,7.667,14.4,22,0.342,166,7,2,8.8,0.35
2015-05-15,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,83,4,14.229,0.0,13,0.257,135,3,1,0.0,0.167,135,3,11.333,0.0,17,0.167,83,4,4,0.0,0.257
2015-05-16,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,190,9,8.833,9.2,26,0.358,199,6,0,10.6,0.275,199,6,11.0,10.6,26,0.275,190,9,2,9.2,0.358
2015-05-16,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,134,3,7.833,12.545,15,0.356,130,7,3,8.8,0.45,130,7,6.833,8.8,15,0.45,134,3,2,12.545,0.356
2015-05-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,114,1,6.333,0.0,16,0.386,113,10,3,6.6,0.408,113,10,4.833,6.6,9,0.408,114,1,0,0.0,0.386
2015-05-19,Chennai Super Kings,Mumbai Indians,Mumbai Indians,162,10,9.0,10.25,18,0.289,187,6,0,10.4,0.35,187,6,8.0,10.4,23,0.35,162,10,2,10.25,0.289
2015-05-20,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,109,10,6.667,4.25,11,0.447,180,4,1,13.4,0.358,180,4,6.833,13.4,23,0.358,109,10,2,4.25,0.447
2015-05-22,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,140,7,5.667,10.138,12,0.328,139,8,2,9.8,0.45,139,8,4.833,9.8,16,0.45,140,7,1,10.138,0.328
2015-05-24,Chennai Super Kings,Mumbai Indians,Mumbai Indians,161,8,5.167,9.8,22,0.417,202,5,1,11.2,0.333,202,5,10.167,11.2,28,0.333,161,8,1,9.8,0.417
2016-04-09,Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,121,8,6.167,10.6,15,0.55,126,1,0,0.0,0.432,126,1,9.5,0.0,16,0.432,121,8,4,10.6,0.55
2016-04-10,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,98,10,5.833,2.25,11,0.623,99,1,0,0.0,0.494,99,1,7.833,0.0,15,0.494,98,10,4,2.25,0.623
2016-04-11,Gujarat Lions,Kings XI Punjab,Gujarat Lions,162,5,9.5,10.5,24,0.292,161,6,0,7.2,0.325,161,6,8.667,7.2,18,0.325,162,5,2,10.5,0.292
2016-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,227,4,8.167,14.2,34,0.292,182,6,1,8.6,0.392,182,6,9.333,8.6,24,0.392,227,4,1,14.2,0.292
2016-04-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,187,5,6.667,9.8,19,0.242,188,4,1,11.76,0.33,188,4,8.833,11.76,26,0.33,187,5,1,9.8,0.242
2016-04-14,Gujarat Lions,Rising Pune Supergiants,Gujarat Lions,164,3,10.333,10.667,20,0.324,163,5,1,8.4,0.325,163,5,9.5,8.4,19,0.325,164,3,0,10.667,0.324
2016-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,113,2,4.667,0.0,15,0.383,111,9,1,7.6,0.558,111,9,6.167,7.6,13,0.558,113,2,1,0.0,0.383
2016-04-16,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,146,2,6.0,10.2,18,0.327,142,7,3,9.6,0.4,142,7,6.0,9.6,14,0.4,146,2,0,10.2,0.327
2016-04-16,Gujarat Lions,Mumbai Indians,Gujarat Lions,147,7,7.0,9.6,17,0.392,143,8,2,12.2,0.458,143,8,5.167,12.2,16,0.458,147,7,1,9.6,0.392
2016-04-17,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,192,3,8.5,11.04,26,0.278,191,5,1,9.6,0.25,191,5,10.5,9.6,26,0.25,192,3,2,11.04,0.278
2016-04-17,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,153,4,8.333,11.182,19,0.321,152,7,1,8.6,0.317,152,7,8.167,8.6,18,0.317,153,4,0,11.182,0.321
2016-04-18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,142,6,6.667,6.2,14,0.392,145,3,1,14.8,0.333,145,3,5.5,14.8,16,0.333,142,6,2,6.2,0.392
2016-04-19,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,138,8,6.833,8.6,12,0.358,141,4,0,11.077,0.291,141,4,10.833,11.077,18,0.291,138,8,1,8.6,0.358
2016-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,171,4,8.5,14.333,24,0.333,170,7,1,11.6,0.342,170,7,8.167,11.6,19,0.342,171,4,1,14.333,0.333
2016-04-21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,135,8,8.333,6.2,12,0.3,137,0,0,0.0,0.236,137,0,10.5,0.0,14,0.236,135,8,1,6.2,0.3
2016-04-22,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,172,9,6.0,11.4,20,0.283,185,3,1,11.4,0.225,185,3,8.0,11.4,20,0.225,172,9,3,11.4,0.283
2016-04-23,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,164,4,6.833,10.8,17,0.275,154,7,1,8.0,0.333,154,7,8.667,8.0,19,0.333,164,4,1,10.8,0.275
2016-04-23,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,143,6,5.833,8.0,15,0.392,146,5,0,9.529,0.364,146,5,10.833,9.529,18,0.364,143,6,2,8.0,0.392
